title,artist,audio_url,lyrics,tags,hint,answer
Sixth Sense,브라운 아이드 걸스,https://singsonggame.s3.amazonaws.com/audios/SixthSense_브라운아이드걸스_trimmed.mp3,"Feel Watch PLUS Sixth Sense
길들여질 수가 없어 나는 절대
Don't touch touch rush it rush it
멀리서 봐도
너를 일으키는 내 눈 빛이 빛이
Guilty guilty
목마르는 네 얼굴엔 땀방울이 맺히고
날카로운 내 손끝엔 네 살점이 맺히고
The bubble in champagne
터지는 Good pain
(No need to worry love is just a game)
Hit that high
Pop (Pop) pop (Hoo hoo)
너와 내 사이를 가득 채울 뮤직","10년대,댄스,여자 가수,여자 아이돌,케이팝",sixth _____,sixthsense
LOVE,브라운 아이드 걸스,https://singsonggame.s3.amazonaws.com/audios/LOVE_브라운아이드걸스_trimmed.mp3,"야릇야릇한 널 향한 나의 맘
들리니 I need you I love you
이런이런 날 어서 가져가줘
들리니 I need you I love you
Oh내 맘을 담아 날리는 내kiss
너를 향한 사랑 담아
넌 아직 잘 모를 거야
내 맘이 어떤지
알면서도 이렇게
날 혼자 둔거니
L O V E
사랑이란 이름 아래 난 내 맘
대 로 지 이","00년대,댄스,여자 가수,여자 아이돌,케이팝",l___,love
소주 한 잔,임창정,https://singsonggame.s3.amazonaws.com/audios/소주한잔_임창정_trimmed.mp3,"술이 한 잔 생각 나는 밤
같이 있는 것 같아요
그 좋았던 시절들
이젠 모두 한숨만 되네요
떠나는 그대 얼굴이
혹시 울지나 않을까
난 먼저 돌아섰죠
그때부터 그리워요
사람이 변하는 걸요
다시 전보다 그댈 원해요
이렇게 취할때면
꺼져버린 전화를 붙잡고
여보세요 나야 거기 잘 지내니
여보세요 왜 말 안하니
울고 있니 내가 오랜만이라서","00년대,남자 가수,발라드",ㅅㅈ ㅎ ㅈ,소주한잔
내가 저지른 사랑,임창정,https://singsonggame.s3.amazonaws.com/audios/내가저지른사랑_임창정_trimmed.mp3,"떠나거든 내 소식이 들려오면
이제는 모른다고 해줘
언제나 내 맘속에서
커져만 갔던 너를
조금씩 나도 지우려 해
사랑해라고 말하고 싶었지만
늘 미안하다고만 했던나
잊고 잊혀지고 지우고
처음 만난 그때가 그리워진 사람
다시 못 올 몇 번의 그 계절
떠나버린 너의 모습을
지우고 버리고 비워도
어느 새 가득 차버린 내 사랑
안 된다고 사랑하면 안 된다고
하지만 우린 함께했지","10년대,남자 가수,발라드",ㄴㄱ ㅈㅈㄹ ㅅㄹ,내가저지른사랑
또 다시 사랑,임창정,https://singsonggame.s3.amazonaws.com/audios/또다시사랑_임창정_trimmed.mp3,"의미 없는 만남을 하다가
어느 날 그대가 흘린 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가면서
분명 행복할 걸 알겠지만
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한 인연이란 것일지 모르지만
사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까
어느 날 그대가 숨긴 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가는 게","10년대,남자 가수,발라드",ㄸ ㄷㅅ ㅅㄹ,또다시사랑
문을 여시오,임창정,https://singsonggame.s3.amazonaws.com/audios/문을여시오_임창정_trimmed.mp3,"오늘도 자꾸 이렇게 하루 하루가 흘러만 가는데
아직도 혼자 방에 앉아서 무슨 고민에 빠져있나요
여보세요 문을 여시오
여보세요 문을 여시오 문을 여시오
(여보세요) 오늘 하루를 그냥 보내는군
(문을 여시오) 오늘 하루를 마냥 앉아있나요
(여보세요) 이 늦은 발걸음을 어서 떼세요
(문을 여시오) 어둠이 꽉 닫힌 문을 여시오
아침이 밝았는데 태양이 떠오르는데
마음의 문을 닫고 밖으로 나오지 않고 왜
넌 왜 도대체 왜 오 왜
여보세요 문을 여시오
여보세요 문을 여시오 문을 여시오","10년대,남자 가수,발라드,케이팝",ㅁㅇ ㅇㅅㅇ,문을여시오
그 사람을 아나요,임창정,https://singsonggame.s3.amazonaws.com/audios/그사람을아나요_임창정_trimmed.mp3,"내가 사랑했던
그 사람을 알고 있나요
여기 곁에 있던
그때 멈춰버린
많이 사랑 받던 시간들
다시 살아야 하는데
계속 따라가도 더 멀어진 그대
다시 올까 오늘도 이렇게
그토록 원망했었던
그토록 미워했었던 나를
날 다시 한 번 안아줄 수 있나요
그대 떠밀려가던 날
그 마지막까지 날 걱정했었나요
그땐 보내줘야
내가 행복할 줄 알았나요","10년대,남자 가수,발라드",ㄱ ㅅㄹㅇ ㅇㄴㅇ,그사람을아나요
소년점프,마미손,https://singsonggame.s3.amazonaws.com/audios/소년점프_마미손_trimmed.mp3,"폭염에 복면쓰고 불구덩이 쳐박힌
내 기분을 니들이 알아?
스윙스, 기리, 팔로, 코쿤, 악당들아 기다려라
이 만화에서 주인공은 절대 죽지않아
계획대로 되고 있어, okay, 계획대로 되고 있어
소년 점프, 소년 점프 (와다다다다다다다)
와 나 씨발 이거 완전히 좆 됐네, 제대로 빡세게 대가리 깸
주인공 초반 고통받고 각 잘 재고 무릎 팍 바닥 쳐 박고
야 병신새꺄, 사실 다 추진력을 얻기 위함이라고
계획대로 돼가고 있어, 청춘만화 빡세게 찍듯
Click, clack, 부릅, 부릅, 부릅, yeah, 음, yah
이게 요즘 유행이라며, 한국 힙합 망해라
내가 여기서 쓰러질거 같냐, 새끼들아
넘어져도 쓰리고 인생은 길고 내 음악도 길어
도넛맨 미안해, 마이크 못 줘서 미안해","10년대,남자 가수,힙합",ㅅㄴㅈㅍ,소년점프
별의 노래,마미손,https://singsonggame.s3.amazonaws.com/audios/별의노래_마미손_trimmed.mp3,"그건 슬픔의 요정이 네 눈커풀위에
아주 고약한
슬픔가루를 뿌려서 그런거야
전설에 따르면
저 별에 닿을정도의
높은 울음만이
가루를 씻어낼 눈물을 만든다더군
근데 넌 왜 울질 못하니
왜 슬픈데 울질 못하니
야 그거 다 병이야
유진박 울어
가슴으로 울어
별에 닿을때까지
우우
떡볶일 먹어도 맛없다면","2025,남자 가수,힙합",ㅂㅇ ㄴㄹ,별의노래
네모네모,최예나,https://singsonggame.s3.amazonaws.com/audios/네모네모_최예나_trimmed.mp3,"삐뚤빼뚤해 like
째깍 째깍 둥근 시곈
우리 눈칠 보고
각진 얼음 씹어대며 phone만 보는 너
난 또 째릿째릿 (Three, two, one)
얄미워 너 정말
왜 저럴까 진짜?
내가 알던 핑크빛 romance는
둥근 풍선 같던데
우린 좌 우 앞 뒤 뾰족하다구
손 내밀면 콕하고 찔릴 거야
네모 같은 우리
서로 남 탓하는 건
(예나 지금이나 그대로)
상처투성이야","2024,댄스,여자 가수,여자 아이돌,케이팝",ㄴㅁㄴㅁ,네모네모
SMiLEY,최예나,https://singsonggame.s3.amazonaws.com/audios/SMiLEY_최예나_trimmed.mp3,"울지 마 울지 마
어린아이같이 (La-la-la, ooh, la-la-la, ooh)
웃는 게 웃는 게
이기는 거라구 (Yeah, yeah, uh-huh)
You're so cute, you're so dumb
네가 하는 말이 (La-la-la, ooh, la-la-la)
오늘따라 듣기 싫어
하늘을 한번 쳐다보고
내가 꾹 참고 맘을 다잡고
네게 밝게 웃어줄게
And I say ""Hey!""
I'm gonna make you smile, smile, smile away
예쁘게 웃고 넘겨버릴래
Just smile away, just smile away-ay
아픔, 슬픔, 외로움 잊게","2022,댄스,여자 가수,여자 아이돌,케이팝",s_____,smiley
SMARTPHONE,최예나,https://singsonggame.s3.amazonaws.com/audios/SMARTPHONE_최예나_trimmed.mp3,"Mm-mm-mm, mm
Ha-ha
터져 대는 flash (Yeah, yeah, yeah)
쏟아져 대는 message (Yeah, yeah, yeah)
환히 웃다가도 막 가끔 난
외로워 (Hey, hey, hell yeah)
세상은 내게 complicated
덥거나 추워 내겐 매일이
뭐가 그리들 serious
한 거야 왜 이리 (Hey, hey, hell yeah)
(Oh-oh) 집 밖은 위험해, I'm in my room
(Oh-oh) 행복하기도 허전하기도
필요해 작은 방안의 best friend (Ooh)
Push, swipe, 아무렇게
I'm in my mo-o-on, 나랑 놀래?","2022,댄스,여자 가수,여자 아이돌,케이팝",s_________,smartphone
Love War,최예나,https://singsonggame.s3.amazonaws.com/audios/LoveWar_최예나_trimmed.mp3,"I just didn't wanna fight with you
너랑은 이러기 싫었지
둘이 못 죽고 못살다가
이젠 나를 죽일 듯이 바라보는 너
입 쭉 내밀고 있으면
그럼 일이 다 해결되나
어디 할말 있음 말해 봐, mm
너는 되고 난 안 되는
어이없는 이 상황들  대체 뭔데
칼보다 더 날카로운
말로 네가 상처받길 원해
말은 쉽지  너의 행동
하나하나 말이 안 되는데
이건 모두가 죽는 game, kill me now
Oh, kill me (Yeah, you kill me)","2023,댄스,여자 가수,여자 아이돌,케이팝",love ___,lovewar
Hate Rodrigo,최예나,https://singsonggame.s3.amazonaws.com/audios/HateRodrigo_최예나_trimmed.mp3,"툭 하고 올 나간 stocking
높은 굽 말고 워커 살짝 머리핀
누가 누굴 따라해 절대 아닌데
뭐라뭐라 왜 떠들어? 뭐래? 뭐래? 신경꺼
Mommy say, 네 꼴 좀 봐
""Oh, my God"" (Oh, my God)
짙은 smoky eyes, 외출금지야
Oh, my God
Oh-oh, 따분해
Hey, Siri, TV 좀 틀어줘
Oh-oh, 아니 뭐야?
쟤 스타일 나랑 완전 똑 닮았잖아
Hey, you, call 911
나 큰 일 날 것 같아
Love this song, good for me (Song, me)","2023,댄스,여자 가수,여자 아이돌,케이팝",hate _______,haterodrigo
헤어지자 말해요,박재정,https://singsonggame.s3.amazonaws.com/audios/헤어지자말해요_박재정_trimmed.mp3,"헤어지자고 말하려 오늘
너에게 가다가 우리 추억 생각해 봤어
처음 본 네 얼굴
마주친 눈동자
가까스로 본 너의 그 미소들
손을 잡고 늘 걷던 거리에
첫눈을 보다가 문득 고백했던 그 순간
가보고 싶었던 식당
난생처음 준비한 선물
고맙다는 너의 그 눈물들이
바뀔까 봐 두려워
나는 사실 그대에게 좋은 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 이 행복을 느껴서 고마웠다고
시간이 지나고 나면 나는","2023,남자 가수,발라드",ㅎㅇㅈㅈ ㅁㅎㅇ,헤어지자말해요
오늘도 빛나는 너에게,마크툽,https://singsonggame.s3.amazonaws.com/audios/오늘도빛나는너에게_마크툽_trimmed.mp3,"그 풍경 속 너와 나
날 새롭게 하는
따뜻하게 만드는
니 눈빛 니 미소
영원히 담아둘게
너로 가득한 맘
널 닮아가는 나
날 위한 선물
꿈보다 더 아름다운
서로의 품에서
끝 없는 밤을 걷자
나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들","10년대,남자 가수,발라드",ㅇㄴㄷ ㅂㄴㄴ ㄴㅇㄱ,오늘도빛나는너에게
Marry Me,마크툽,https://singsonggame.s3.amazonaws.com/audios/MarryMe_마크툽_trimmed.mp3,"비 내리는 날엔 우산이 돼 주고
어둠이 오면 빛이 돼 줄게
추운 겨울이면 난로가 돼주고
더운 날엔 바람이 될게
잠이 들 때까지 머릴 만져줄게
네가 두려울 때마다 꼭 옆에 있어 줄게
갑작스런 맘에 문득 떠나고 싶으면
내일 무슨 일이 있어도 함께 떠나줄게
Marry me 내 손잡아줄래요
Marry me 나와 평생 함께할래요
남은 나의 모든 삶
오직 그대 남자로 살고 싶어요
Marry me darling 나와 결혼해 줄래요","10년대,남자 가수,발라드",marry __,marryme
그때 그 아인,김필,https://singsonggame.s3.amazonaws.com/audios/그때그아인_김필_trimmed.mp3,"길었던 하루 그림잔
아직도 아픔을 서성일까
말없이 기다려 보면
쓰러질 듯 내게 와 안기는데
마음에 얹힌 슬픈 기억은
쏟아낸 눈물로는 지울 수 없어
어디서부터 지워야 할까
허탈한 웃음만이
가슴에 박힌 선명한 기억
나를 비웃듯 스쳐 가는 얼굴들
잡힐 듯 멀리 손을 뻗으면
달아나듯 조각난 나의 꿈들만
두 갈래 길을 만난 듯
멍하니 한참을 바라보다
무언가 나를 이끌던","2020,남자 가수,발라드",ㄱㄸ ㄱ ㅇㅇ,그때그아인
청춘,김필,https://singsonggame.s3.amazonaws.com/audios/청춘_김필_trimmed.mp3,"지고 또 피는 꽃잎처럼
달밝은 밤이면 창가에 흐르는
내 젊은 연가가 구슬퍼
가고없는 날들을 잡으려 잡으려
빈손짓에 슬퍼지면
차라리 보내야지 돌아서야지
그렇게 세월은 가는거야
나를 두고 간님은 용서하겠지만
날 버리고 가는 세월이야
정둘곳없어라 허전한 마음은
정답던 옛동산 찾는가
지고 또 피는 꽃잎처럼
달밝은 밤이면 창가에 흐르는
내 젊은 연가가 구슬퍼
가고없는 날들을 잡으려 잡으려","10년대,남자 가수,발라드",ㅊㅊ,청춘
다시 사랑한다면,김필,https://singsonggame.s3.amazonaws.com/audios/다시사랑한다면_김필_trimmed.mp3,"다시 태어난다면 다시 사랑한다면
그때는 우리 이러지 말아요
조금 덜 만나고 조금 덜 기대하며
많은 약속 않기로 해요
다시 이별이 와도 서로 큰 아픔 없이
돌아설 수 있을 만큼
버려도 되는 가벼운 추억만
서로의 가슴에 만들기로 해요
이젠 알아요 너무 깊은 사랑은
외려 슬픈 마지막을 가져 온다는 걸
그대여 빌게요 다음 번의 사랑은
우리 같지 않길 부디 아픔이 없이
꼭 나보다 더 행복해져야만 해
많은 시간이 흘러 서로 잊고 지내도","10년대,남자 가수,발라드",ㄷㅅ ㅅㄹㅎㄷㅁ,다시사랑한다면
걱정말아요 그대,이적,https://singsonggame.s3.amazonaws.com/audios/걱정말아요그대_이적_trimmed.mp3,"그대여 아무 걱정 하지 말아요
우리 함께 노래 합시다
그대 아픈 기억들 모두 그대여
그대 가슴에 깊이 묻어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
떠난 이에게 노래 하세요
후회없이 사랑했노라 말해요
그대는 너무 힘든 일이 많았죠
새로움을 잃어 버렸죠
그대 슬픈 얘기들 모두 그대여
그대 탓으로 훌훌 털어 버리고
지나간 것은 지나간 대로
그런 의미가 있죠
우리 다 함께 노래 합시다","10년대,남자 가수,발라드",ㄱㅈㅁㅇㅇ ㄱㄷ,걱정말아요그대
말하는대로,이적,https://singsonggame.s3.amazonaws.com/audios/말하는대로_이적_trimmed.mp3,"나 스무살 적에 하루를 견디고
불안한 잠자리에 누울 때면
내일 뭐하지 내일 뭐하지 걱정을 했지
두 눈을 감아도 통 잠은 안 오고
가슴은 아프도록 답답할 때
난 왜 안 되지 왜 난 안 되지 되뇌었지
말하는 대로 말하는 대로
될 수 있다곤 믿지 않았지
믿을 수 없었지
마음먹은 대로 생각한 대로
할 수 있단 건 거짓말 같았지
고개를 저었지
그러던 어느 날 내 맘에 찾아온
작지만 놀라운 깨달음이
내일 뭘 할지 내일 뭘 할지 꿈꾸게 했지","10년대,남자 가수,발라드",ㅁㅎㄴㄷㄹ,말하는대로
하늘을 달리다,이적,https://singsonggame.s3.amazonaws.com/audios/하늘을달리다_이적_trimmed.mp3,"두근거렸지
누군가 나의 뒤를 쫓고 있었고
검은 절벽 끝
더 이상 발 디딜 곳 하나 없었지
자꾸 목이 메어
간절히 네 이름을 되뇌었을 때
귓가에 울리는 그대의
뜨거운 목소리
그게 나의 구원이었어
마른 하늘을 달려
나 그대에게 안길 수만 있으면
내 몸 부서진대도 좋아
설혹 너무 태양 가까이 날아
두 다리 모두 녹아내린다고 해도
내 맘 그대 마음속으로","00년대,남자 가수,발라드,케이팝",ㅎㄴㅇ ㄷㄹㄷ,하늘을달리다
왼손잡이,이적,https://singsonggame.s3.amazonaws.com/audios/왼손잡이_이적_trimmed.mp3,"나를 봐 내 작은 모습을
너는 언제든지 웃을 수 있니
너라도 날 보고 한번쯤
그냥 모른척 해 줄순 없겠니
하지만 때론 세상이 뒤집어 진다고
나같은 아이 한 둘이 어지럽힌다고
모두가 똑같은 손을 들어야 한다고
그런 눈으로 욕하지마
난 아무것도 망치지 않아
난 왼손잡이야
나나 나나 나나나 나나나
나나나 나나 나나
나나 나나 나나나 나나나
나나나 나나 나나","90년대,남자 가수,발라드",ㅇㅅㅈㅇ,왼손잡이
